Store Number,Annual Revenue,Annual Operational Costs,Median Income,Format,Location Name,Mean Age,Staff Friendliness Index,Traffic Busyness Index
3422,188774.37,135237.26,62900,Cafe,Tiprenslake,8,1.87,2.49
3423,259349.36,187101.8,71000,Cafe,Castlewang,15,1.23,3.36
3424,210304.97,118554.72,73900,Cafe,Worbleseydown,28,3.64,4.83
3425,165824.06,130470.54,64300,Cafe,Brackcombe,32,6.86,3.52
3426,246774.58,174015.71,65100,Cafe,Botborough,41,4.19,3.79
3427,188801.23,90305.9,71600,Cafe,Warringseybourne,33,1.35,4.23
3428,159558.83,133992.68,74200,Cafe,Bastleshot,29,6.69,3.92
3429,158379.87,85422.88,83600,Cafe,Chillendbage,38,1.32,3.69
3430,149594.21,95901.47,61300,Cafe,Bastletree,26,1.83,4.41
3431,244853.34,153326.22,77500,Cafe,Soddlebeck,46,1.8,6.23
3432,298729.59,155829.67,84500,Cafe,Todwich,50,1.12,7.19
3433,207574.68,164197.61,74900,Cafe,Wenstoke,26,7.49,3.81
3434,208487.43,182522.21,68100,Cafe,Hurstbage,28,6.31,3.4
3435,207509.58,155358.59,87400,Cafe,Rothenney,25,5.63,3.5
3436,168846.6,139398.2,62400,Cafe,Skellenley,21,1.44,5.78
3437,225701.78,171702.83,57500,Cafe,Chilling,15,8.86,3.71
3438,259901.92,201309.66,70600,Cafe,Bootwick,37,2.53,1.91
3439,146392.55,89286.08,62800,Cafe,Wolmernell,16,4.87,1.96
3440,162577.83,107033.51,76600,Cafe,Chilsmith,32,8.05,2.57
3441,125948.31,102310.28,62200,Cafe,Skellerenmoor,15,1.86,3.79
3442,231699.38,157884.94,75000,Cafe,Canningstancester,36,3.43,3.5
3443,217447.12,158182.4,70600,Cafe,Stapavon,26,5.82,3.7
3444,221515.44,138831.72,62600,Cafe,Dribbenshot,35,4.96,3.61
3445,220139.99,145240.03,70700,Cafe,Abberdenwang,39,8.22,5.5
3446,271562.61,158482.98,82900,Cafe,Candown,43,8.05,3.47
3447,229523.99,144304.21,73100,Cafe,Alddlebury,35,1.69,4.8
3448,213112.93,149455.96,78500,Cafe,Sundlesreshot,38,5.21,1.89
3449,142287.94,98650.64,66700,Cafe,Fulavon,34,9.14,4.01
3450,208763.73,128183.6,90700,Cafe,Candlesberover,48,1.77,4.58
3451,283390.34,195952.23,57700,Cafe,Camborough,36,2.64,3.98
3452,268096.75,196859.22,65600,Cafe,Pendley,6,9.73,4.99
3453,222555.22,177187.6,60800,Cafe,Milling,21,3.68,1.55
3454,180681.71,118167.67,66800,Cafe,Burglemanswold,32,8.24,4.07
3455,142021.6,90722.5,74600,Cafe,Faldenmoor,37,9.81,4.33
3456,178925.44,144497.71,81600,Cafe,Absted,39,9.57,3.02
3457,227190.79,154050.08,85800,Cafe,Stainddenton,48,1.24,4.36
3458,194179.89,85263.18,77700,Cafe,Alddlerensover,32,7.82,4.63
3459,115699.86,89243.18,62900,Cafe,Winfield,22,2.37,2.94
3460,285127.55,211470.23,74000,Cafe,Watchton,31,9.49,2.43
3461,202501.93,124045.99,81200,Cafe,Sunsmansditch,32,1.45,2.59
3462,87014.62,136218.67,54100,Cafe,Chilbassted,14,1.81,2.39
3463,265086.61,207200.53,65100,Cafe,Wenwick,34,7.16,4.48
3464,169473.72,134632.7,70300,Cafe,Eggingsmith,31,3.26,3.84
3465,120381.01,128239.7,80500,Cafe,Botherwang,46,4.6,2.67
3466,198845.9,102486.09,66600,Cafe,Whitworth,31,5.39,4.44
3467,147492.5,143221.33,62800,Cafe,Suddingringey,30,5.31,4.35
3468,215792.66,113922.42,60500,Cafe,Fullersted,47,3.45,4.88
3469,197352.62,132772.26,60900,Cafe,Chipseyford,23,9.23,3.57
3470,170755.31,122862.81,61100,Cafe,Burrerdenbridge,31,7.57,5.31
3471,227139.1,201763.97,56300,Cafe,Chelmmansstoke,9,7.72,3.1
3472,202990.33,173836.38,62600,Cafe,Millerdon,27,9.57,4.1
3473,258105.83,160852.17,73100,Cafe,Blanbrough,28,4.14,3.62
3474,233907.46,168334.1,66000,Cafe,Pendlesringford,28,2.39,3.51
3475,239255.62,188927.35,70400,Cafe,Hammingwood,43,6.92,6.32
3476,181607.49,114052.21,89900,Cafe,Burringbeck,38,8.37,3.08
3477,164076.49,91725.74,64600,Cafe,Ellendby,18,4.94,2.12
3478,187209.21,99759.99,65300,Cafe,Cookenstoke,44,6.98,2.6
3479,227326.93,140717.42,68100,Cafe,Prestham,31,1.83,3.73
3480,208829.35,162517.0,71500,Cafe,Ellerfield,28,1.56,4.29
3481,265934.28,203075.96,50800,Cafe,Chipperport,32,7.6,3.01
3482,183108.24,99962.77,77700,Cafe,Cammensringling,47,4.2,4.1
3483,97720.41,87556.87,70900,Cafe,Ashlake,18,4.12,2.66
3484,250207.96,203882.68,82600,Cafe,Endlesbage,37,4.28,4.41
3485,255322.8,197956.89,71000,Cafe,Barnstoke,29,1.92,3.79
3486,156028.6,128266.64,83600,Cafe,Camsley,22,5.52,3.67
3487,239377.65,200206.31,64800,Cafe,Hamcombe,27,7.0,2.24
3488,224229.65,188992.08,61800,Cafe,Botmoor,20,7.31,5.65
3489,220639.3,188146.76,59800,Cafe,Brackhead,30,2.61,4.35
3490,220359.57,134183.37,73300,Cafe,Elmsseyside,35,6.88,1.65
3491,240915.14,178652.76,83800,Cafe,Camswood,32,7.64,4.95
3492,134285.01,96386.66,53000,Cafe,Worringmanstree,18,4.13,2.9
3493,227761.11,139376.37,75900,Cafe,Penshall,42,8.14,2.92
3494,274108.69,196017.43,68500,Cafe,Endingford,20,5.18,4.17
3495,217530.27,203152.36,52500,Cafe,Farnsbaston,20,8.94,1.2
3496,177575.65,117181.25,66200,Cafe,Bootwang,18,1.59,5.07
3497,256228.28,148740.18,64800,Cafe,Bootsted,22,8.44,4.87
3498,263984.38,171451.59,67200,Cafe,Hartworth,18,5.18,4.92
3499,124317.62,88665.06,58600,Cafe,Tipborne,14,6.53,4.77
3500,203508.88,150807.45,80400,Cafe,Barndcompby,24,4.08,3.97
3501,243166.43,127270.83,74700,Cafe,Sunwick,14,4.17,2.74
3502,260464.42,144226.7,72000,Cafe,Hartwell,32,8.3,3.18
3503,215111.55,181824.07,66000,Cafe,Ciringwell,28,9.8,3.86
3504,201222.96,133243.78,80100,Cafe,Egworth,27,4.25,6.11
3505,158844.22,122131.91,70700,Cafe,Endleswood,27,3.91,3.65
3506,210790.85,186633.46,64100,Cafe,Todcastle,17,8.71,2.31
3507,84023.42,97637.13,45400,Cafe,Ribchester,31,1.19,3.23
3508,122464.02,101645.64,68500,Cafe,Horndthorne,31,8.16,5.72
3509,145204.25,125324.32,57300,Cafe,Chippencompley,30,1.32,0.27
3510,136795.02,141263.41,56800,Cafe,Burring on Ford,21,7.21,3.58
3511,202878.16,207265.47,60800,Cafe,Wychcester,24,7.67,2.48
3512,286740.12,209446.99,71000,Cafe,Hurstcombe,25,1.39,4.88
3513,203396.21,125368.04,75900,Cafe,Bastleton,33,6.9,3.37
3514,106587.38,93491.79,64500,Cafe,Skelchester,35,7.78,4.52
3515,252176.33,149281.02,73800,Cafe,Elsted,38,2.34,4.77
3516,250287.06,157851.04,80600,Cafe,Horscombe,21,4.37,3.81
3517,109782.98,107794.54,67400,Cafe,Southberlow,43,4.0,6.12
3518,238476.78,163238.51,75500,Cafe,Chipcompwell,44,3.6,3.83
3519,157583.47,113794.79,73400,Cafe,Dartbourne,14,3.62,3.13
3520,244855.06,155753.8,65100,Cafe,Abbingdown,26,2.63,5.45
3521,162287.46,142178.66,60100,Cafe,Camborough,19,4.91,1.88
3522,132652.34,128455.63,52900,Cafe,Shaftmerey,33,5.11,2.78
3523,125471.11,84955.74,68600,Cafe,Elmswick,27,3.88,4.3
3524,110010.91,117697.26,54400,Cafe,Sundlebrough,10,7.59,3.31
3525,251607.25,161548.25,71200,Cafe,Cansdown,32,2.45,2.68
3526,195705.64,122276.58,72500,Cafe,Wychden,17,1.38,3.75
3527,272715.31,208905.15,87300,Cafe,Rothencompwood,40,2.99,4.29
3528,198071.29,102722.47,78700,Cafe,Cammen on Wick,26,8.13,4.77
3529,273903.08,202908.87,65200,Cafe,Tipthorne,41,5.93,3.21
3530,237819.69,192607.11,67100,Cafe,Kettingcompbrook,26,4.39,3.96
3531,154586.37,153398.95,63000,Cafe,Windlesmoor,35,3.67,2.46
3532,182851.19,88076.62,88400,Cafe,Worrenssted,56,6.06,3.98
3533,258347.85,213075.83,69600,Cafe,Camhampton,19,3.03,2.92
3534,254865.8,158095.43,77100,Cafe,Burglestanthorne,43,4.24,4.79
3535,275020.24,195984.32,81500,Cafe,Winborne,43,3.45,4.51
3536,252162.22,184737.93,70200,Cafe,Chillow,38,4.81,5.63
3537,303407.61,198251.67,88600,Cafe,Waltbury,32,2.04,4.52
3538,316199.63,191879.07,74300,Cafe,Hamsdenhead,41,7.67,3.3
3539,216948.42,172075.86,75700,Cafe,Shaftling,31,4.29,2.34
3540,302455.29,185182.02,84000,Cafe,Canscompport,33,9.12,4.61
3541,152576.19,122407.73,59300,Cafe,Camton,26,9.74,6.31
3542,224030.86,136895.39,70500,Cafe,Chedshot,27,3.77,3.32
3543,229810.93,194012.24,63700,Cafe,Chelmsmith,19,5.46,3.91
3544,278897.85,184284.03,68200,Cafe,Cammendside,38,8.38,3.44
3545,139229.66,81945.57,76000,Cafe,Dartborne,27,6.36,1.6
3546,281388.63,148226.26,73600,Cafe,Millerstoke,43,5.37,3.86
3547,201419.32,123830.32,77600,Cafe,Wymerbury,40,8.59,4.94
3548,147084.85,123759.24,85100,Cafe,Sudling,29,5.06,4.76
3549,306068.12,214893.16,65700,Cafe,Camshead,18,3.82,4.79
3550,162725.45,110758.29,75300,Cafe,Ciport,39,6.43,3.98
3551,296537.74,196922.15,67800,Cafe,Alflow,32,9.27,1.12
3552,195345.67,178772.56,72000,Cafe,Wetmerwold,14,3.73,2.63
3553,154096.94,109309.03,71400,Cafe,Hurstrensbage,24,1.89,2.38
3554,235722.51,139677.04,77900,Cafe,Faldendenhampton,30,8.98,4.77
3555,213269.76,140309.26,80900,Cafe,Elbernell,44,2.39,6.5
3556,198612.68,135444.96,72400,Cafe,Kettenditch,23,8.73,0.66
3557,243986.72,159389.3,53300,Cafe,Hamstancombe,30,4.01,2.4
3558,270407.99,201791.97,70300,Cafe,Hart on Stoke,22,7.73,6.12
3559,153394.9,87958.91,74800,Cafe,Marlbrook,33,8.77,5.62
3560,208954.22,138561.79,75400,Cafe,Shaftden,30,8.42,2.95
3561,253043.91,178064.87,74800,Cafe,Worborough,44,2.06,4.6
3562,242381.5,160312.68,86800,Cafe,Endlemerney,58,1.55,6.33
3563,173133.02,145977.81,62300,Cafe,Toddingbage,32,8.98,3.3
3564,160567.52,82342.29,78900,Cafe,Hurstmere,36,1.04,5.88
3565,185191.16,121751.0,49900,Cafe,Chilbercombe,27,2.06,4.77
3566,195408.32,125439.86,73100,Cafe,Cishot,28,8.25,4.42
3567,292231.36,206210.39,65400,Cafe,Durham,33,8.26,3.53
3568,256045.77,198350.33,77200,Cafe,Kettensover,39,6.89,5.54
3569,174407.17,117287.04,93600,Cafe,Walttree,48,3.01,5.91
3570,230278.52,206463.49,42200,Cafe,Shrivbeck,13,6.68,3.08
3571,276496.89,219612.14,76900,Cafe,Wychester,40,5.09,4.82
3572,204204.53,171893.84,65200,Cafe,Wendstanside,39,6.56,5.82
3573,267795.59,155952.89,73500,Cafe,Faldenfield,39,9.61,3.68
3574,180865.23,158307.03,52700,Cafe,Whitditch,34,5.59,2.15
3575,101287.01,91530.08,75600,Cafe,Hampenstoke,30,5.8,2.23
3576,333871.22,196356.52,82900,Cafe,Endlesgrove,36,4.95,4.68
3577,255484.12,177803.99,88900,Cafe,Hamwich,22,5.31,2.28
3578,297969.34,217382.19,59800,Cafe,Soddlesrewich,30,4.22,4.84
3579,226568.5,114839.21,89200,Cafe,Canby,46,7.35,5.37
3580,311741.97,194742.68,88000,Cafe,Eggerbage,28,4.76,4.06
3581,129936.51,129920.77,68200,Cafe,Wartree,24,6.45,3.05
3582,152910.11,88469.8,73400,Cafe,Abglebage,30,3.53,4.21
3583,224957.3,149880.83,67700,Cafe,Elmcester,21,1.2,2.84
3584,102959.54,89243.17,53000,Cafe,Endlesmere,20,2.25,1.4
3585,193182.92,164431.35,73000,Cafe,Horndleavon,11,7.18,3.4
3586,235270.58,163163.6,83600,Cafe,Mel-under-Ney,32,1.91,4.99
3587,204061.39,127624.48,63200,Cafe,Kettenwell,37,3.31,3.31
3588,286071.54,199065.09,67600,Cafe,Dribrensby,34,6.15,6.31
3589,150276.26,148802.24,57300,Cafe,Dribside,14,8.94,3.12
3590,126722.29,90416.18,70200,Cafe,Sunderditch,27,4.46,0.78
3591,195789.44,191379.89,53800,Walk-up,Pendensney,38,1.27,4.29
3592,252925.13,199464.66,69800,Walk-up,Horsberborne,51,1.53,3.08
3593,143946.47,107945.86,56600,Walk-up,Ellingcombe,30,5.69,3.63
3594,222097.76,219819.82,44400,Walk-up,Braddlehall,20,2.29,2.84
3595,177507.54,131600.94,63100,Walk-up,Absted,32,1.62,3.84
3596,214044.69,203908.87,39700,Walk-up,Hurstover,25,4.64,4.31
3597,275591.77,199752.5,68200,Walk-up,Eldown,40,8.82,4.25
3598,165423.95,158788.12,67000,Walk-up,Hamworth,35,6.3,4.3
3599,247416.22,191487.87,69000,Walk-up,Burditch,35,7.62,3.89
3600,110196.67,82531.05,59500,Walk-up,Suddle-under-Wang,42,4.93,3.8
3601,146647.03,131624.84,51900,Walk-up,Toddingtree,34,4.49,3.74
3602,192549.67,209051.24,51400,Walk-up,Shaftwang,21,2.86,2.38
3603,123084.42,88483.87,49000,Walk-up,Canshampton,20,5.59,4.38
3604,209892.36,165507.61,62800,Walk-up,Shaftford,43,8.68,4.6
3605,101366.93,85187.17,42800,Walk-up,Shaftringden,35,4.15,4.49
3606,237494.16,187309.97,57400,Walk-up,Brainworth,42,9.46,4.95
3607,248116.43,196865.0,50900,Walk-up,Tipborne,41,4.46,3.91
3608,302529.34,204741.48,78600,Walk-up,Southchester,49,3.14,6.13
3609,81445.51,82545.74,51100,Walk-up,Faldenscompshot,25,4.38,1.22
3610,227261.31,199552.16,62200,Walk-up,Ciringcester,30,4.9,3.86
3611,237073.94,174029.27,57700,Walk-up,Shrivbridge,44,3.77,3.94
3612,299182.67,188982.12,67100,Walk-up,Warenbury,36,7.44,2.94
3613,223881.26,164750.41,66100,Walk-up,Bootherfield,46,6.91,4.95
3614,59535.42,83128.99,65200,Walk-up,Rotencastle,32,8.28,5.17
3615,160130.86,143401.94,33200,Walk-up,Melthorne,37,9.79,2.58
3616,251956.0,190020.28,76300,Walk-up,Shaftcester,50,6.76,3.92
3617,183465.23,174962.79,43200,Walk-up,Burringreavon,16,6.61,3.25
3618,241024.57,196989.82,66400,Walk-up,Botlake,25,4.25,3.94
3619,214209.72,154217.55,55400,Walk-up,Sundlesborough,39,9.97,4.42
3620,159126.77,91256.24,57100,Walk-up,Ashbourne,42,1.31,2.24
3621,158046.67,81297.17,67300,Walk-up,Egling,43,1.85,5.43
3622,169398.35,176306.99,44400,Walk-up,Pen-under-Bury,28,7.98,4.62
3623,162078.77,83075.04,71200,Walk-up,Reddlerebridge,42,5.14,3.32
3624,137874.86,94880.42,49000,Walk-up,Hambury,26,7.06,2.5
3625,301787.52,206909.7,78900,Walk-up,Alfden,46,2.45,6.94
3626,172950.04,145625.82,53300,Walk-up,Prestworth,30,6.96,3.49
3627,171175.72,94476.25,52500,Walk-up,Southenby,28,1.9,2.84
3628,274438.47,211517.44,81900,Walk-up,Burringrewich,42,1.75,6.25
3629,197459.25,136929.22,71400,Walk-up,Rockditch,33,1.7,4.84
3630,173505.12,82130.02,77200,Walk-up,Waltstanbage,20,1.75,4.9
3631,254521.36,203203.23,65200,Walk-up,Blandside,37,8.01,3.6
3632,234582.7,170760.52,67500,Walk-up,Windlehampton,33,2.33,4.71
3633,136235.75,89457.92,60200,Walk-up,Soddle-under-Ton,40,5.31,4.52
3634,230267.53,151726.2,55500,Walk-up,Hannendsmith,46,8.94,3.18
3635,227869.91,154989.54,71800,Walk-up,Farndlehall,38,4.08,4.12
3636,218599.85,172386.19,72400,Walk-up,Entree,35,4.39,4.4
3637,267656.25,181608.76,62400,Walk-up,Bothendditch,40,5.63,3.45
3638,121617.89,83483.54,70000,Walk-up,Todden-under-Wold,45,6.09,4.61
3639,100860.18,82823.0,63300,Walk-up,Pencompstoke,38,5.39,3.34
3640,231555.34,191668.3,56900,Walk-up,Todbrook,35,7.31,3.46
3641,169255.49,153641.06,70000,Walk-up,Hamshall,19,4.48,5.33
3642,224966.61,176981.63,64900,Walk-up,Eggingwich,17,2.17,2.39
3643,201729.19,168356.71,64600,Walk-up,Worden,39,2.89,3.62
3644,208025.82,124563.83,71100,Walk-up,Cannerhall,39,7.87,5.01
3645,218912.55,189298.99,46600,Walk-up,Reddingbury,37,8.48,4.17
3646,253963.54,205480.5,50800,Walk-up,Chedderdown,40,6.28,2.65
3647,245265.06,178173.38,58800,Walk-up,Wychshot,26,5.24,4.39
3648,152169.56,111583.4,71500,Walk-up,Reddleslow,25,7.45,4.4
3649,132352.26,114583.98,55200,Walk-up,Redavon,31,7.42,4.17
3650,226047.06,174759.18,67900,Walk-up,Chillenenmoor,34,4.46,6.12
3651,269309.21,218912.97,56800,Walk-up,Cams on Borne,48,6.63,4.69
3652,190736.33,137345.02,50300,Walk-up,Broms-under-Bury,35,2.62,3.18
3653,209290.09,202545.17,46200,Walk-up,Egbasshot,20,8.91,2.5
3654,212532.1,180951.35,58300,Walk-up,Hamschester,30,6.59,5.31
3655,206164.49,176714.5,59300,Walk-up,Shrivling,43,2.4,4.14
3656,133565.26,91854.46,69300,Walk-up,Bootcombe,51,7.25,3.6
3657,134960.99,112748.78,61400,Walk-up,Emsmansthorne,41,3.34,3.29
3658,266892.09,145486.22,86100,Walk-up,Southshot,46,9.38,5.5
3659,277444.22,219466.23,53100,Walk-up,Ashmanswell,40,5.17,4.79
3660,171410.49,140760.03,59100,Walk-up,Warcester,35,4.01,5.67
3661,104815.09,132565.49,46400,Walk-up,Wyport,37,5.64,3.84
3662,219435.15,195990.71,45900,Walk-up,Eggendon,33,7.09,4.53
3663,252527.88,125947.82,79800,Walk-up,Kingsover,42,4.93,3.95
3664,198138.16,104568.51,53300,Walk-up,Chillingsted,37,7.51,3.68
3665,183470.73,183375.81,40000,Walk-up,Abglewood,36,8.5,3.83
3666,182751.2,152890.57,66800,Walk-up,Millerstanmere,42,5.38,4.14
3667,130998.97,151116.28,49600,Walk-up,Milrensdon,27,7.59,2.92
3668,178862.22,165743.77,52000,Walk-up,Clerebourne,44,8.37,3.08
3669,104650.25,95635.69,40100,Walk-up,Wychmoor,24,1.31,2.85
3670,69134.14,80693.55,50400,Walk-up,Rothenwell,39,8.75,3.97
3671,169442.59,169943.78,53400,Walk-up,Wetton,12,5.73,3.32
3672,136324.96,98285.08,47300,Walk-up,Camsey,31,5.2,3.67
3673,154765.24,92065.06,74500,Walk-up,Soddlesmansbage,38,9.42,6.47
3674,221900.63,125245.48,90000,Walk-up,Brackbury,50,4.15,5.73
3675,189653.9,152944.64,49800,Walk-up,Wychringbrough,26,1.13,3.06
3676,273730.13,189727.66,55700,Walk-up,Hamditch,33,9.05,2.67
3677,89120.38,101914.11,39700,Walk-up,Cookmere,20,5.67,3.66
3678,285379.64,208436.05,73500,Walk-up,Alfwood,59,8.72,5.48
3679,158250.04,131864.12,64800,Walk-up,Sodmere,38,9.53,3.15
3680,134073.44,107326.55,60900,Walk-up,Emey,28,7.64,3.35
3681,203049.74,184021.85,45900,Walk-up,Hambury,28,3.2,3.87
3682,222788.04,185936.54,60100,Walk-up,Soddendringhall,33,1.89,4.53
3683,230377.8,208374.48,37900,Walk-up,Rockdensted,19,7.06,2.71
3684,166953.61,127907.4,41200,Walk-up,Camsbeck,5,5.18,1.1
3685,154846.77,152301.37,49500,Walk-up,Wenton,24,6.19,4.01
3686,141415.1,109452.52,55700,Walk-up,Hamavon,30,6.08,2.51
3687,221061.15,170804.57,63900,Walk-up,Sunham,28,2.78,3.7
3688,151987.27,95977.93,65900,Walk-up,Farndlechester,44,2.15,5.09
3689,258777.34,176344.92,80200,Walk-up,Warbleshampton,39,8.6,5.64
3690,178597.76,84559.16,68400,Walk-up,Chedrenswood,30,4.24,4.0
3691,180843.05,146690.91,66100,Walk-up,Ellerbourne,35,3.62,3.35
3692,223687.31,126444.57,68300,Walk-up,Castlegrove,39,8.2,3.65
3693,250198.28,172969.43,79200,Walk-up,Suddlesworth,54,7.62,7.22
3694,216251.41,144841.81,65200,Walk-up,Wychgrove,34,4.71,5.21
3695,224767.95,218054.09,60200,Walk-up,Camdenling,60,3.59,3.95
3696,187951.94,152313.79,55200,Walk-up,Suddendney,37,2.29,3.17
3697,172442.32,122650.2,58600,Walk-up,Hanmerwich,37,6.93,4.59
3698,191823.95,131458.85,59900,Walk-up,Hansted,47,9.97,3.8
3699,117756.22,121300.44,53000,Walk-up,Candlecastle,40,5.84,4.01
3700,134367.69,130408.33,51200,Walk-up,Chedthorne,23,8.89,3.1
3701,230708.24,202836.2,34200,Walk-up,Winrefield,35,6.4,4.46
3702,187070.85,154001.01,44700,Walk-up,Staindlesbeck,32,5.87,2.91
3703,227466.27,183256.08,64500,Walk-up,Farndhampton,33,6.14,3.26
3704,174849.3,121947.51,58400,Walk-up,Chipbourne,38,9.55,3.51
3705,157292.21,85231.63,71300,Walk-up,Egbeck,39,1.24,5.81
3706,237590.91,210539.11,62500,Walk-up,Braindlesenhampton,36,7.86,2.96
3707,185999.83,83663.82,77800,Walk-up,Ribbleborne,43,7.12,3.33
3708,256176.77,160865.07,72900,Walk-up,Ribgleavon,42,8.56,5.04
3709,171893.56,205810.04,46100,Walk-up,Prestwang,27,1.05,5.04
3710,141596.96,124000.06,56000,Walk-up,Ellingcastle,29,5.95,2.41
3711,277740.35,207202.87,68600,Walk-up,Sundlecompbeck,40,9.48,5.09
3712,210720.2,216473.05,40300,Walk-up,Eghall,32,1.37,1.63
3713,212792.76,203189.5,50600,Walk-up,Skellerby,35,2.42,3.43
3714,207928.86,169434.55,76400,Walk-up,Sunmoor,47,2.6,4.0
3715,120608.1,81752.58,64500,Walk-up,Chip on Ton,22,6.47,3.76
3716,289600.71,218008.75,74300,Walk-up,Chedcompgrove,45,8.97,5.46
3717,203901.3,105035.62,95500,Walk-up,Tipsted,42,3.63,5.67
3718,183883.51,121109.52,64800,Walk-up,Sismith,46,1.45,5.51
3719,193108.17,145633.45,56800,Walk-up,Southwell,16,5.99,2.55
3720,216346.89,184937.2,50400,Walk-up,Chipperberbrough,33,9.74,4.94
3721,84243.59,94193.69,48700,Walk-up,Suddlehall,29,4.29,4.28
3722,222178.25,131480.77,66500,Walk-up,Dartdenling,55,1.37,4.65
3723,280141.0,200118.67,70100,Walk-up,Skellingbeck,32,4.28,5.34
3724,304945.29,218084.21,78200,Walk-up,Bootherchester,41,5.57,4.65
3725,159437.87,90793.53,78500,Walk-up,Bootberavon,46,9.97,4.99
3726,179091.17,155482.92,65900,Walk-up,Skellinghead,49,7.74,4.93
3727,228723.37,161430.77,48100,Walk-up,Burbury,28,1.19,2.01
3728,200605.25,179062.2,54900,Walk-up,Pemham,25,2.28,2.96
3729,260855.98,212071.37,61600,Walk-up,Leatherbleling,29,8.33,3.83
3730,154381.0,100963.96,60000,Walk-up,Edgbrough,44,3.22,3.75
3731,142413.34,112152.55,60900,Walk-up,Suddenswood,52,5.89,3.57
3732,167828.35,126226.39,62800,Walk-up,Endleney,36,5.33,4.12
3733,240630.04,136714.25,62000,Walk-up,Stapwold,29,6.85,3.32
3734,288805.71,203858.92,84500,Walk-up,Rothendling,43,3.66,6.21
3735,234168.47,212923.95,57900,Walk-up,Prestwood,42,8.7,4.04
3736,142830.02,89169.31,74400,Walk-up,Blandlethorne,25,8.25,5.24
3737,158735.92,116897.3,60700,Walk-up,Wychlow,18,9.96,3.26
3738,153721.27,113318.5,52600,Walk-up,Falderwich,37,4.39,4.62
3739,243903.77,208976.13,43800,Walk-up,Fullingbury,36,5.33,3.74
3740,154705.27,137646.98,45400,Walk-up,Chipstanchester,26,5.01,3.5
3741,220794.33,179436.43,64500,Walk-up,Hamperdenfield,45,2.26,5.0
3742,204204.22,193695.9,48900,Walk-up,Burby,20,3.62,3.74
3743,220476.99,142646.81,56300,Walk-up,Hampensseyling,44,6.09,6.12
3744,130500.32,93561.25,50400,Walk-up,Suddlelake,40,7.23,3.45
3745,253293.33,207420.11,60200,Walk-up,Basmoor,28,2.6,3.96
3746,221748.95,199211.64,64300,Walk-up,Botrington,38,6.82,4.32
3747,250200.67,203639.04,55000,Walk-up,Emsbasbage,31,9.27,3.67
3748,141810.63,102546.92,61700,Walk-up,Sun on Ford,41,7.51,4.2
3749,199651.88,169314.0,65500,Walk-up,Cam-under-Side,27,9.61,3.8
3750,270010.6,171383.8,76700,Walk-up,Skelgrove,46,5.79,6.1
3751,206049.75,176696.63,53700,Walk-up,Burbury,36,2.92,3.02
3752,205153.5,163325.17,54000,Walk-up,Prestgrove,44,3.27,4.07
3753,233955.18,151941.86,67600,Walk-up,Hannendditch,47,3.56,5.0
3754,269755.17,210826.43,61700,Walk-up,Watchlake,26,8.88,4.92
3755,78173.23,96867.36,56700,Walk-up,Horshead,37,7.84,4.21
3756,175411.21,88158.61,78900,Walk-up,Soddlehall,38,2.17,4.26
3757,269764.22,212351.38,68300,Walk-up,Pemshot,40,7.29,4.44
3758,239170.73,206057.5,72200,Walk-up,Bootgrove,33,4.58,4.45
3759,98512.71,93679.95,40800,Walk-up,Emsey,26,7.94,2.06
3760,158077.93,123076.7,64100,Walk-up,Basserside,41,7.9,4.15
3761,218959.99,189558.63,56600,Walk-up,Horndleborne,36,2.24,4.43
3762,235709.9,201239.25,64600,Walk-up,Stainworth,29,9.21,4.44
3763,187343.05,98763.45,85000,Walk-up,Ketdown,39,9.38,5.61
3764,82153.51,87835.93,48800,Walk-up,Chedhall,33,4.39,4.12
3765,174635.82,119033.47,60500,Walk-up,Southcester,34,1.16,2.68
3766,145174.39,112678.28,54300,Walk-up,Egmoor,30,9.3,3.89
3767,218086.04,163145.46,61500,Walk-up,Sundle on Avon,32,3.07,5.65
3768,131926.86,114107.61,70100,Walk-up,Sodworth,34,6.15,4.77
3769,106774.28,125789.34,42700,Walk-up,Rothermanshead,20,2.07,3.15
3770,164242.51,153244.58,59900,Walk-up,Emworth,31,4.57,4.91
3771,206805.46,215819.49,54200,Walk-up,Chipley,25,2.84,2.67
3772,262885.63,210097.82,66700,Walk-up,Burchester,34,2.37,4.77
3773,262423.54,203081.43,62300,Walk-up,Bassingby,41,2.1,4.83
3774,114503.39,111741.42,50800,Walk-up,Wenslake,27,3.95,2.6
3775,180993.31,126624.09,55300,Walk-up,Reddleworth,34,7.62,5.69
3776,160750.77,173382.72,51800,Walk-up,Brackwang,23,1.38,4.39
3777,145197.29,100056.74,57800,Walk-up,El-under-Worth,25,6.63,4.03
3778,147167.52,102151.08,62200,Walk-up,Egwell,43,5.64,4.34
3779,331812.63,219679.72,79100,Walk-up,Tipperseyhampton,38,5.55,4.57
3780,132803.75,149987.64,53500,Walk-up,Tipmansshot,22,2.84,3.08
3781,143690.83,96695.99,66200,Walk-up,Milhall,42,4.61,3.79
3782,193877.47,179312.55,58100,Walk-up,Rockringden,29,6.83,2.66
3783,174921.64,96188.08,62700,Walk-up,Fullendbrough,40,9.16,4.07
3784,302936.75,217242.19,66800,Walk-up,Leatherblescastle,48,6.46,4.19
3785,210252.62,165844.47,59900,Walk-up,Meldengrove,43,7.84,4.68
